,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
491,Jonathan Fanene,CIN,27,DE,16,10,1,45,1,45,2,,,,,,6.0,36,18,18,7,11,
492,Heath Farwell,MIN,28,,16,0,,,,,,0,0,2,0,0,,19,18,1,0,0,
493,Ryan McBean,DEN,25,DE/dt,14,14,,,,,,,,,,,,25,18,7,2,2,
494,Jason McCourty,TEN,22,lcb/rcb,15,3,,,,,,1,0,0,0,0,,23,18,5,3,0,
495,Antwan Odom,CIN,28,de,6,6,0,0,0,0,2,,,,,,8.0,19,18,1,9,12,
496,Troy Polamalu,PIT,28,ss,5,5,3,17,0,16,7,,,,,,,20,18,2,4,0,
497,Cory Redding,SEA,29,de,15,3,,,,,,0,0,2,29,0,2.0,20,18,2,1,12,
498,Darrell Reid,DEN,27,,16,0,0,0,0,0,2,2,0,2,0,0,4.0,24,18,6,1,10,
499,Jay Richardson,OAK,25,,16,0,,,,,,,,,,,3.0,23,18,5,3,4,
500,Montavious Stanley,JAX,28,,15,0,0,0,0,0,3,,,,,,1.0,20,18,2,1,2,
501,Morgan Trent,CIN,24,,16,0,0,0,0,0,4,,,,,,1.0,24,18,6,2,5,
502,Jamaal Anderson,ATL,23,DE,13,13,0,0,0,0,2,,,,,,0.5,27,17,10,3,6,
503,Luis Castillo,SDG,26,DE,14,14,,,,,,,,,,,2.0,25,17,8,3,1,
504,Patrick Chung,NWE,22,s,16,1,1,2,0,2,1,1,0,0,0,0,2.0,29,17,12,2,2,
505,Travis Daniels,KAN,27,cb,9,2,0,0,0,0,2,,,,,,,21,17,4,0,1,
506,Marcus Hudson,SFO,27,,12,0,,,,,,,,,,,,21,17,4,0,0,
507,Charles Johnson,CAR,23,de,13,2,0,0,0,0,3,2,0,0,0,0,4.0,25,17,8,3,4,
508,Rashad Johnson,ARI,23,fs,10,1,0,0,0,0,1,,,,,,,18,17,1,0,0,
509,Turk McBride,DET,24,de,11,4,,,,,,1,0,0,0,0,1.5,27,17,10,2,6,
510,Kawika Mitchell,BUF,30,lb/mlb,5,5,,,,,,1,0,0,0,0,,27,17,10,0,4,
511,Kenny Onatolu,MIN,27,,16,0,,,,,,,,,,,,20,17,3,0,0,
512,Bryan Robinson,ARI,35,dt/NT,16,15,0,0,0,0,3,0,0,1,0,0,1.0,28,17,11,2,1,
513,Darell Scott,STL,23,ldt,11,5,,,,,,0,0,1,0,0,,18,17,1,5,5,
514,Marcus Spears,DAL,26,DE,16,14,0,0,0,0,1,,,,,,2.5,25,17,8,4,6,
515,Quinton Teal,CAR,25,ss,16,3,,,,,,0,0,1,0,0,,20,17,3,0,0,
516,Chris Wilson,WAS,27,,16,0,,,,,,,,,,,1.0,20,17,3,4,2,
517,C.J. Ah You,STL,27,ldt,8,1,0,0,0,0,1,,,,,,1.0,17,16,1,1,2,
518,Will Allen,TAM,27,fs/lb,8,2,0,0,0,0,1,,,,,,,20,16,4,0,0,
519,Rocky Bernard,NYG,30,,15,0,,,,,,,,,,,1.0,22,16,6,3,2,
520,Ralph Brown,ARI,31,db,16,1,1,85,0,80,3,,,,,,,17,16,1,0,0,
521,Landon Cohen,DET,23,dt,14,4,,,,,,1,0,0,0,0,,23,16,7,4,2,
522,Chauncey Davis,ATL,26,de,16,4,0,0,0,0,1,1,0,0,0,0,1.0,22,16,6,4,2,
523,Ryan Denney,BUF,32,,16,0,,,,,,1,0,0,0,0,2.0,27,16,11,1,1,
524,Moise Fokou,PHI,24,lb,16,4,0,0,0,0,1,0,0,2,0,0,,28,16,12,0,0,
525,Jacob Ford,TEN,26,,15,0,0,0,0,0,1,1,0,0,0,0,5.5,22,16,6,7,12,
526,Aaron Francisco,IND,26,ss,10,2,,,,,,,,,,,,16,16,0,1,0,
527,Mike Furrey,CLE,32,s/wr,16,4,0,0,0,0,2,,,,,,,16,16,0,0,0,
528,Howard Green,NYJ,30,,12,0,,,,,,,,,,,,23,16,7,0,0,
529,Marcus Harrison,CHI,25,dt/NT,16,9,,,,,,,,,,,1.0,24,16,8,3,3,
530,Spencer Havner,GNB,26,te,16,1,,,,,,,,,,,,19,16,3,1,0,
531,Landon Johnson,CAR,28,lb,10,3,,,,,,,,,,,,20,16,4,1,2,
532,Tank Johnson,CIN,28,RDT,14,13,0,0,0,0,1,,,,,,2.0,29,16,13,2,5,
533,Travis Kirschke,PIT,35,de,12,7,,,,,,,,,,,1.0,26,16,10,2,1,
534,Maurice Leggett,KAN,23,lcb,10,1,0,0,0,0,5,0,1,2,0,0,,17,16,1,0,0,
535,Brady Poppinga,GNB,30,rolb,15,3,,,,,,,,,,,1.0,23,16,7,1,1,
536,Andy Studebaker,KAN,24,lolb,16,2,2,96,0,94,3,1,0,1,0,1,,20,16,4,0,0,
537,Mike Tolbert,SDG,24,fb,16,3,,,,,,1,1,0,0,0,,22,16,6,0,0,
538,Jonathan Wade,STL,25,rcb,15,4,0,0,0,0,3,,,,,,,20,16,4,0,1,
539,Sam Williams,OAK,29,lb,16,2,,,,,,0,1,0,0,0,,19,16,3,2,0,
540,Jon Alston,OAK,26,lb,9,4,,,,,,,,,,,,23,15,8,2,0,
541,Charlie Anderson,MIA,28,lb,16,1,,,,,,2,0,0,0,0,2.0,17,15,2,7,7,
542,Fred Bennett,HOU,26,lcb,10,3,0,0,0,0,1,0,0,1,0,0,,18,15,3,0,0,
543,Everette Brown,CAR,22,de,15,1,0,0,0,0,2,2,0,0,0,0,2.5,22,15,7,4,10,
544,Prescott Burgess,BAL,25,,13,0,,,,,,,,,,,,17,15,2,0,0,
545,Jacques Cesaire,SDG,29,DE,13,13,,,,,,1,0,1,0,0,1.0,26,15,11,1,1,
546,Drew Coleman,NYJ,26,db,15,1,0,0,0,0,4,,,,,,,22,15,7,0,1,
547,Jon Corto,BUF,25,lb,16,1,,,,,,,,,,,,22,15,7,0,0,
548,Nick Eason,PIT,29,de,8,5,,,,,,,,,,,,16,15,1,2,1,
549,Jason Ferguson,MIA,35,NT,9,9,0,0,0,0,1,,,,,,,23,15,8,4,0,
550,Nick Hayden,CAR,23,ldt,10,2,,,,,,,,,,,1.0,17,15,2,3,1,
551,Thomas Johnson,ATL,28,dt/NT,13,10,,,,,,1,0,0,0,0,2.0,20,15,5,6,4,
552,Jimmy Kennedy,MIN,30,nt,13,1,0,0,0,0,2,,,,,,3.0,18,15,3,6,5,
553,Lance Laury,SEA,27,,16,0,,,,,,1,0,0,0,0,,21,15,6,0,0,
554,Sean Morey,ARI,33,,13,0,,,,,,,,,,,,17,15,2,0,0,
555,DaJuan Morgan,KAN,24,fs,13,2,,,,,,0,0,2,0,0,,15,15,0,0,0,
556,Dimitri Patterson,PHI,26,,11,0,0,0,0,0,1,1,0,0,0,0,,17,15,2,1,0,
557,DeMario Pressley,NOR,24,,7,0,,,,,,,,,,,,15,15,0,3,0,
558,Brian Williams,ATL,30,cb/lcb,5,5,1,-2,0,-2,3,0,1,1,53,0,,18,15,3,0,0,
559,Coy Wire,ATL,31,lb,16,1,0,0,0,0,1,1,0,2,0,0,,17,15,2,0,3,
560,Wallace Wright,NYJ,25,,16,0,,,,,,,,,,,,23,15,8,0,0,
561,Kyle Arrington,2TM,23,,9,0,,,,,,,,,,,,22,14,8,0,0,
562,Robert Ayers,DEN,24,de,15,1,0,0,0,0,2,0,0,2,54,1,,18,14,4,2,5,
563,Alan Branch,ARI,25,,16,0,0,0,0,0,2,,,,,,2.0,18,14,4,3,3,
564,Marcus Buggs,BUF,24,mlb,5,2,,,,,,,,,,,,21,14,7,1,0,
565,Tyjuan Hagler,IND,28,lb,7,7,0,0,0,0,3,,,,,,,26,14,12,1,0,
566,Kyries Hebert,CIN,29,,15,0,,,,,,,,,,,,20,14,6,1,0,
567,Sammie Lee Hill,DET,23,DT/rdt,13,12,,,,,,0,0,2,0,0,,26,14,12,,,
568,Roderick Hood,TEN,28,lcb,6,4,3,91,1,43,4,,,,,,,16,14,2,1,0,
569,Kevin Kaesviharn,TEN,33,,13,0,0,0,0,0,1,,,,,,,16,14,2,1,1,
570,Sherrod Martin,CAR,25,fs,16,5,3,35,0,23,4,1,0,0,0,0,,19,14,5,0,0,
571,Kareem Moore,WAS,25,fs,16,1,1,14,0,14,3,2,1,0,0,0,,22,14,8,0,0,
572,Rob Ninkovich,NWE,25,,15,0,0,0,0,0,2,,,,,,1.0,23,14,9,3,2,
573,Kalvin Pearson,DET,31,,12,0,,,,,,0,1,0,0,0,,19,14,5,1,0,
574,Chris Reis,NOR,26,fs,15,1,1,33,0,33,1,0,0,1,0,0,,17,14,3,0,1,
575,Ian Scott,SDG,28,dt,12,7,0,0,0,0,2,,,,,,1.0,16,14,2,4,1,
576,Dave Tollefson,NYG,28,,15,0,,,,,,,,,,,1.0,17,14,3,2,4,
577,Raymond Ventrone,CLE,23,,14,0,,,,,,,,,,,,15,14,1,0,2,
578,Tom Zbikowski,BAL,24,fs,15,4,2,13,0,21,4,,,,,,,19,14,5,0,0,
579,Victor Abiamiri,PHI,23,de,13,5,,,,,,1,0,2,2,1,2.0,16,13,3,0,6,
580,Patrick Bailey,PIT,24,,16,0,,,,,,,,,,,,13,13,0,0,0,
581,Antwan Barnes,BAL,25,,11,0,1,4,0,4,2,1,0,0,0,0,3.0,13,13,0,3,4,
582,Isaiah Ekejiuba,OAK,28,,16,0,,,,,,,,,,,,16,13,3,0,0,
583,Eric Frampton,MIN,25,,16,0,,,,,,2,0,0,0,0,,18,13,5,0,0,
584,Larry Grant,STL,24,,16,0,,,,,,1,0,1,0,0,1.0,15,13,2,3,4,
585,Israel Idonije,CHI,29,,15,0,,,,,,1,0,0,0,0,2.5,18,13,5,2,5,
586,Rashad Jeanty,CIN,26,lb,15,1,,,,,,,,,,,,20,13,7,1,2,
587,Travis Johnson,SDG,27,,13,0,0,0,0,0,1,,,,,,,16,13,3,3,0,
588,Darcel McBath,DEN,24,,13,0,2,28,0,25,3,,,,,,,17,13,4,0,0,
589,Jameel McClain,BAL,24,lb,16,1,,,,,,,,,,,,22,13,9,0,0,
590,Tony McDaniel,MIA,24,,16,0,0,0,0,0,1,,,,,,1.5,16,13,3,2,2,
591,C.J. Mosley,CLE,26,de,12,1,,,,,,,,,,,,18,13,5,0,0,
592,Kassim Osgood,SDG,29,,16,0,,,,,,,,,,,,15,13,2,0,0,
593,LaJuan Ramsey,STL,25,ldt/rdt,15,5,,,,,,1,0,0,0,0,1.0,16,13,3,7,3,
594,Courtney Roby,NOR,26,,15,0,,,,,,0,2,0,0,0,,13,13,0,0,0,
595,Nick Sorensen,CLE,31,,16,0,0,0,0,0,1,,,,,,,16,13,3,0,0,
596,Gaines Adams,2TM,26,,15,5,0,0,0,0,3,2,0,1,0,0,1.0,17,12,5,3,4,
597,Stephen Bowen,DAL,25,de,16,2,0,0,0,0,2,1,0,0,0,0,3.0,18,12,6,4,5,
598,Eldra Buckley,PHI,24,,16,0,,,,,,1,0,0,0,0,,13,12,1,0,0,
599,Tim Bulman,HOU,27,de,15,1,0,0,0,0,1,,,,,,,18,12,6,1,3,
600,Shaun Cody,HOU,26,NT,14,13,0,0,0,0,1,,,,,,0.5,21,12,9,1,2,
601,Terrance Copper,KAN,27,wr,15,2,,,,,,,,,,,,14,12,2,0,0,
602,Jordon Dizon,DET,23,,16,0,,,,,,1,0,1,0,0,1.0,20,12,8,1,1,
603,Clinton Hart,2TM,32,,7,3,,,,,,,,,,,,17,12,5,0,0,
604,Abdul Hodge,CIN,27,,16,0,,,,,,1,0,0,0,0,,16,12,4,0,0,
605,James Ihedigbo,NYJ,26,,15,0,,,,,,1,0,0,0,0,2.0,19,12,7,1,4,
606,Matt McCoy,TAM,27,lb,12,2,,,,,,,,,,,,14,12,2,1,0,
607,Ogemdi Nwagbuo,SDG,24,dt/nt,12,5,0,0,0,0,2,,,,,,1.0,19,12,7,3,1,
608,Domata Peko,CIN,25,LDT,11,11,0,0,0,0,1,,,,,,,23,12,11,1,3,
609,Myron Pryor,NWE,23,,13,0,0,0,0,0,1,1,0,0,0,0,,21,12,9,3,2,
610,Mike Richardson,KAN,25,cb,11,1,,,,,,,,,,,,14,12,2,0,0,
611,Jamie Silva,IND,25,,14,0,0,0,0,0,2,0,1,1,0,0,,20,12,8,0,0,
612,Tony Stewart,OAK,30,te,15,4,,,,,,0,0,1,0,0,,13,12,1,0,0,
613,Frank Walker,BAL,28,lcb,14,1,1,0,0,0,4,0,0,1,0,0,,16,12,4,0,0,
614,Matt Wilhelm,SFO,28,lb,11,1,,,,,,,,,,,,18,12,6,1,0,
615,Jason Babin,PHI,29,,12,0,,,,,,0,1,0,0,0,2.5,16,11,5,4,8,
616,Connor Barwin,HOU,23,,16,0,0,0,0,0,3,0,0,1,0,0,4.5,16,11,5,5,8,
617,Antonio Dixon,PHI,24,,16,0,,,,,,,,,,,1.0,15,11,4,2,1,
618,Leger Douzable,STL,23,ldt,12,1,,,,,,,,,,,,11,11,0,5,5,
619,Sam Hurd,DAL,24,wr,16,1,,,,,,,,,,,,15,11,4,0,0,
620,Kris Jenkins,NYJ,30,nt,6,6,,,,,,,,,,,,13,11,2,4,2,
621,Michael Johnson,CIN,22,,16,0,0,0,0,0,5,,,,,,3.0,17,11,6,4,6,
622,Niko Koutouvides,TAM,28,,16,0,,,,,,,,,,,,11,11,0,0,0,
623,Brice McCain,HOU,23,cb,16,1,1,0,0,0,3,,,,,,,12,11,1,0,0,
624,Montell Owens,JAX,25,,16,0,,,,,,0,0,1,0,0,,14,11,3,0,0,
625,Brian Russell,2TM,31,,12,1,,,,,,,,,,,,16,11,5,0,0,
626,Jamarca Sanford,MIN,24,ss,14,1,,,,,,,,,,,,17,11,6,1,0,
627,Jordan Senn,2TM,25,,8,0,,,,,,,,,,,,16,11,5,0,0,
628,Brad Smith,NYJ,26,wr,13,2,,,,,,,,,,,,15,11,4,0,0,
629,Delanie Walker,SFO,25,TE,16,8,,,,,,0,2,1,0,0,,14,11,3,0,0,
630,Dante Wesley,CAR,30,,15,0,0,0,0,0,3,0,0,2,0,0,1.0,12,11,1,1,2,
631,Byron Westbrook,WAS,24,cb,15,1,0,0,0,0,1,0,1,0,0,0,,12,11,1,0,0,
632,Kevin Bentley,HOU,30,,16,0,,,,,,,,,,,,21,10,11,0,0,
633,Chris Clemons,MIA,24,fs,11,2,,,,,,,,,,,,13,10,3,0,0,
634,Andre' Davis,HOU,30,wr,14,1,,,,,,0,0,2,0,0,,12,10,2,0,0,
635,Keyunta Dawson,IND,24,de,12,2,0,0,0,0,1,0,0,1,17,0,,17,10,7,1,0,
636,Vernon Gholston,NYJ,23,lb,14,3,,,,,,,,,,,,15,10,5,2,0,
637,Gary Gibson,STL,27,ldt,5,5,0,0,0,0,1,,,,,,,11,10,1,1,1,
638,Jonathan Goff,NYG,24,mlb,16,4,1,5,0,5,2,,,,,,1.0,20,10,10,1,2,
639,Edward Johnson,IND,26,ldt/rdt,4,4,,,,,,,,,,,,11,10,1,1,0,
640,Corey McIntyre,BUF,30,fb,15,4,,,,,,,,,,,,10,10,0,0,0,
641,Ben Obomanu,SEA,26,,14,0,,,,,,0,1,1,0,0,,12,10,2,0,0,
642,Michael Robinson,SFO,26,,15,0,,,,,,,,,,,,12,10,2,0,0,
643,Brian Schaefering,CLE,26,de,5,1,,,,,,,,,,,1.5,12,10,2,1,2,
644,Clint Sintim,NYG,23,,11,0,,,,,,,,,,,1.0,16,10,6,2,2,
645,Nathan Vasher,CHI,28,lcb/rcb,15,2,1,1,0,1,1,,,,,,,15,10,5,0,0,
646,Eric Weems,ATL,24,,16,0,,,,,,0,3,0,0,0,,10,10,0,0,0,
647,Cary Williams,2TM,25,,9,1,0,0,0,0,1,2,0,0,0,0,,20,10,10,0,0,
648,Ashton Youboty,BUF,25,cb,11,1,0,0,0,0,4,,,,,,,12,10,2,0,0,
649,Dave Ball,TEN,28,de,11,1,0,0,0,0,1,,,,,,,19,9,10,1,6,
650,Arnaz Battle,SFO,29,,15,0,,,,,,1,6,2,0,0,,9,9,0,0,0,
651,Marcus Benard,CLE,24,,6,0,,,,,,,,,,,3.5,14,9,5,3,8,
652,Bertrand Berry,ARI,34,de/rolb,15,5,,,,,,0,0,2,7,0,6.0,10,9,1,7,6,
653,Dan Connor,CAR,24,,16,0,,,,,,0,0,1,0,0,,16,9,7,0,0,
654,Blake Costanzo,CLE,25,,16,0,,,,,,2,0,3,0,0,,14,9,5,0,1,
655,Kenneth Darby,STL,27,rb,16,1,,,,,,,,,,,,9,9,0,1,0,
656,Andre Fluellen,DET,24,de/dt,14,3,,,,,,,,,,,1.5,17,9,8,3,4,
657,Korey Hall,GNB,26,fb,11,5,,,,,,,,,,,,11,9,2,0,0,
658,Jason Hatcher,DAL,27,,16,0,0,0,0,0,1,0,0,1,0,0,1.0,13,9,4,1,5,
659,Edgar Jones,BAL,25,,16,0,,,,,,,,,,,,10,9,1,0,0,
660,Jason Jones,TEN,23,,7,0,0,0,0,0,5,,,,,,4.0,15,9,6,5,7,
661,Derek Landri,JAX,26,,7,0,,,,,,,,,,,1.0,13,9,4,1,1,
662,Ty Law,DEN,35,cb,7,2,1,37,0,37,1,,,,,,,10,9,1,0,1,
663,Brian Leonard,CIN,25,rb,14,1,,,,,,0,1,1,0,0,,10,9,1,0,0,
664,Anthony Madison,3TM,28,,12,0,,,,,,,,,,,,12,9,3,0,0,
665,Aaron Maybin,BUF,21,,16,0,,,,,,1,0,0,0,0,,16,9,7,2,0,
666,Kyle Moore,TAM,23,,8,0,0,0,0,0,1,,,,,,,11,9,2,0,0,
667,Ryan Mouton,TEN,23,db/rcb,14,2,,,,,,0,4,2,0,0,,13,9,4,1,0,
668,Donnie Nickey,TEN,29,fs,16,1,,,,,,,,,,,,12,9,3,0,0,
669,Kenny Phillips,NYG,23,ss,2,2,2,22,0,22,2,,,,,,,13,9,4,0,0,
670,Keiwan Ratliff,PIT,28,,8,0,,,,,,,,,,,,9,9,0,0,0,
671,David Roach,STL,24,,15,0,,,,,,0,1,0,0,0,,10,9,1,2,1,
672,Junior Seau,NWE,40,,7,0,,,,,,0,0,1,0,0,,14,9,5,0,1,
673,Junior Siavii,DAL,31,,16,0,,,,,,,,,,,,11,9,2,0,0,
674,Le Kevin Smith,DEN,27,de,13,2,0,0,0,0,1,,,,,,1.0,10,9,1,,,
675,Marcus Thomas,DEN,24,,16,0,,,,,,,,,,,,15,9,6,1,1,
676,Leigh Torrence,NOR,27,,5,0,,,,,,,,,,,0.5,10,9,1,0,1,
677,Jason Wright,ARI,27,,16,0,,,,,,,,,,,,11,9,2,0,0,
678,Hamza Abdullah,ARI,26,,1,0,,,,,,,,,,,,9,8,1,0,0,
679,Eric Alexander,NWE,27,,14,0,,,,,,1,0,0,0,0,,12,8,4,0,0,
680,Colin Allred,TEN,26,lb,12,2,,,,,,,,,,,,19,8,11,0,2,
681,Monty Beisel,2TM,31,,9,0,,,,,,,,,,,,8,8,0,0,0,
682,Chris Canty,NYG,27,dt,8,4,,,,,,,,,,,0.5,13,8,5,1,1,
683,Jonathan Casillas,NOR,22,lb,11,2,,,,,,,,,,,,17,8,9,1,2,
684,Jeff Charleston,NOR,26,,16,0,,,,,,,,,,,,10,8,2,0,0,
685,Chris Clemons,PHI,28,,16,0,0,0,0,0,1,,,,,,3.0,11,8,3,3,7,
686,Josh Cribbs,CLE,26,WR,16,12,,,,,,0,6,2,0,0,,9,8,1,0,0,
687,Rashied Davis,CHI,30,,16,0,,,,,,,,,,,,10,8,2,0,0,
688,Will Davis,ARI,23,,11,0,,,,,,,,,,,2.0,11,8,3,2,2,
689,Nick Ferguson,HOU,35,fs,10,1,0,0,0,0,1,,,,,,,10,8,2,0,0,
690,Andre Frazier,PIT,27,,14,0,,,,,,,,,,,,13,8,5,0,0,
691,Derek Hagan,NYG,25,,16,0,,,,,,0,0,1,0,0,,11,8,3,0,0,
692,Alex Hall,CLE,24,,14,0,,,,,,0,0,1,0,0,,10,8,2,0,1,
693,Michael Hamlin,DAL,24,,6,0,,,,,,,,,,,,8,8,0,0,0,
694,Marques Harris,2TM,28,,8,0,,,,,,2,0,0,0,0,2.0,14,8,6,2,3,
695,Ellis Hobbs,PHI,26,,8,0,,,,,,0,1,0,0,0,,11,8,3,0,0,
696,James Holt,SDG,23,,9,0,,,,,,,,,,,,10,8,2,1,0,
697,Trey Lewis,ATL,24,nt,8,1,,,,,,,,,,,,10,8,2,1,2,
698,Darrell McClover,CHI,28,,13,0,,,,,,,,,,,,10,8,2,0,0,
699,Bobby McCray,NOR,28,,16,0,0,0,0,0,1,,,,,,1.5,12,8,4,3,9,
700,Leodis McKelvin,BUF,24,rcb,3,3,0,0,0,0,1,0,2,0,0,0,,11,8,3,0,0,
701,Mike McKenzie,NOR,33,lcb,5,2,1,8,0,8,4,,,,,,,11,8,3,0,0,
702,Mike Mitchell,OAK,22,,16,0,,,,,,0,0,2,0,0,1.5,13,8,5,1,4,
703,Marques Murrell,NYJ,24,,10,0,,,,,,1,0,0,0,0,,12,8,4,0,0,
704,Ashlee Palmer,BUF,23,lb,14,2,0,0,0,0,1,,,,,,,13,8,5,1,0,
705,Adrian Peterson,CHI,30,,14,0,,,,,,,,,,,,9,8,1,0,0,
706,Brian Robison,MIN,26,,16,0,,,,,,1,1,0,0,0,4.5,10,8,2,6,10,
707,Aaron Ross,NYG,27,ss,4,1,,,,,,,,,,,,10,8,2,0,0,
708,Craig Terrill,SEA,29,ldt,13,1,0,0,0,0,1,,,,,,1.0,11,8,3,1,2,
709,Vance Walker,ATL,22,nt,10,1,0,0,0,0,2,,,,,,,13,8,5,2,0,
710,Jamaal Westerman,NYJ,24,,14,0,,,,,,0,0,2,39,0,1.0,10,8,2,2,2,
711,Gerris Wilkinson,NYG,26,,9,0,,,,,,,,,,,,9,8,1,0,0,
712,Garrett Wolfe,CHI,25,,8,0,,,,,,,,,,,,10,8,2,0,0,
713,Ervin Baldwin,IND,23,,3,0,,,,,,,,,,,,13,7,6,0,1,
714,Alfonso Boone,SDG,33,de,13,4,0,0,0,0,2,1,0,0,0,0,3.0,15,7,8,2,2,
715,Victor Butler,DAL,22,,16,1,,,,,,1,0,1,0,0,3.0,11,7,4,2,2,
716,Quintin Demps,PHI,24,,9,0,1,12,0,12,3,,,,,,,10,7,3,0,0,
717,Jo-Lonn Dunbar,NOR,24,lb,9,3,,,,,,,,,,,,14,7,7,0,0,
718,Braylon Edwards,2TM,26,,16,15,,,,,,0,1,0,0,0,,7,7,0,0,0,
719,Matt Forte,CHI,24,RB,16,16,,,,,,0,6,2,0,0,,7,7,0,0,0,
720,Arnold Harrison,2TM,27,,12,0,,,,,,,,,,,,12,7,5,0,0,
721,Tye Hill,ATL,27,cb/lcb/rcb,8,3,1,62,1,62,1,,,,,,,7,7,0,0,1,
722,Marlin Jackson,IND,26,,4,0,1,3,0,3,1,,,,,,,10,7,3,1,1,
723,David Jones,CIN,24,,12,0,0,0,0,0,1,,,,,,,11,7,4,0,0,
724,John Kuhn,GNB,27,fb,14,6,,,,,,0,0,1,0,0,,8,7,1,0,0,
725,Matt Lawrence,BAL,24,,8,0,,,,,,,,,,,,8,7,1,0,0,
726,D.D. Lewis,SEA,30,,12,0,,,,,,1,0,0,0,0,,9,7,2,0,0,
727,Sen'Derrick Marks,TEN,22,,9,0,0,0,0,0,1,,,,,,1.0,12,7,5,1,2,
728,John McCargo,BUF,26,dt,11,1,,,,,,,,,,,,11,7,4,0,2,
729,Neil Rackers01,ARI,33,K,14,0,,,,,,,,,,,,7,7,0,0,0,
730,Frostee Rucker,CIN,26,de,12,1,1,26,0,26,2,,,,,,1.0,13,7,6,2,4,
731,Mike Sellers,WAS,34,fb,15,7,,,,,,0,1,1,0,0,,10,7,3,0,0,
732,Alphonso Smith,DEN,24,,15,0,0,0,0,0,3,,,,,,,12,7,5,1,0,
733,Maurice Stovall,TAM,24,wr,15,7,,,,,,,,,,,,7,7,0,0,0,
734,Greg Toler,ARI,24,,13,0,1,0,0,0,2,0,1,0,0,0,,8,7,1,0,0,
735,Erik Walden,MIA,24,,11,0,,,,,,,,,,,,8,7,1,0,0,
736,C.J. Wilson,CAR,24,,7,0,0,0,0,0,3,,,,,,,7,7,0,0,0,
737,Victor Adeyanju,STL,26,de,10,1,,,,,,0,0,1,0,0,,7,6,1,0,3,
738,Sam Aiken,NWE,29,wr,14,7,,,,,,1,0,0,0,0,,9,6,3,0,0,
739,K.C. Asiodu,STL,23,,10,0,,,,,,,,,,,,8,6,2,0,0,
740,Ron Brace,NWE,23,de/nt,9,2,,,,,,,,,,,,8,6,2,0,0,
741,Red Bryant,SEA,25,rdt,6,1,,,,,,,,,,,,8,6,2,3,0,
742,Joe Cohen,DET,25,,7,0,,,,,,,,,,,1.0,9,6,3,1,1,
743,Fred Evans,MIN,26,,13,0,,,,,,,,,,,,9,6,3,0,0,
744,Larry Fitzgerald,ARI,26,WR,16,16,,,,,,,,,,,,6,6,0,0,0,
745,Ali Highsmith,ARI,24,lb,14,2,,,,,,,,,,,,10,6,4,2,0,
746,Domenik Hixon,NYG,25,wr,14,2,,,,,,0,3,0,0,0,,7,6,1,0,0,
747,Jonathan Holland,OAK,24,,14,0,,,,,,0,0,1,0,0,,6,6,0,0,0,
748,Jeremy Jarmon,WAS,22,rdt,11,1,0,0,0,0,1,1,0,0,0,0,,8,6,2,0,0,
749,Maurice Jones-Drew,JAX,24,RB,16,16,,,,,,0,2,2,-5,0,,6,6,0,0,0,
750,Bryan Kehl,NYG,25,mlb,14,1,,,,,,0,0,2,0,0,,12,6,6,0,1,
751,Eric King,DET,27,rcb,4,1,0,0,0,0,1,,,,,,,7,6,1,0,1,
752,Trevor Laws,PHI,24,,11,0,,,,,,,,,,,,10,6,4,3,0,
753,Louis Leonard,CAR,25,ldt,2,1,,,,,,,,,,,1.0,6,6,0,1,1,
754,Stefan Logan,PIT,28,wr,16,1,,,,,,0,3,0,0,0,,11,6,5,0,0,
755,Alex Magee,KAN,22,de,15,1,,,,,,,,,,,2.0,8,6,2,1,4,
756,Glenn Martinez,HOU,28,,7,0,,,,,,,,,,,,9,6,3,0,0,
757,Ray McDonald,SFO,25,,16,0,,,,,,0,0,2,11,1,3.0,8,6,2,4,5,
758,William Middleton,JAX,23,,12,0,,,,,,0,1,0,0,0,,8,6,2,1,0,
759,Ryan Moats,HOU,27,rb,14,2,,,,,,0,3,0,0,0,,6,6,0,0,0,
760,Jermaine Phillips,TAM,30,fs,2,2,,,,,,,,,,,,11,6,5,0,1,
761,Nick Reed,SEA,22,,16,0,0,0,0,0,2,0,0,3,81,1,1.0,13,6,7,1,3,
762,T.J. Rushing,IND,26,,15,0,,,,,,,,,,,,6,6,0,0,0,
763,Dan Skuta,CIN,23,,8,0,,,,,,,,,,,,8,6,2,0,0,
764,Aaron Smith,PIT,33,de,5,5,,,,,,,,,,,2.0,9,6,3,4,2,
765,DeAngelo Smith,DET,23,lb,7,1,0,0,0,0,1,,,,,,,12,6,6,0,0,
766,C.J. Spillman,SDG,23,fs,5,1,,,,,,,,,,,,11,6,5,0,0,
767,Craig Steltz,CHI,23,fs/ss,12,2,0,0,0,0,1,0,0,1,0,0,,9,6,3,1,0,
768,Pago Togafau,ARI,25,,2,0,,,,,,,,,,,,6,6,0,0,0,
769,Reggie Walker,ARI,23,,7,0,,,,,,0,0,1,0,0,,6,6,0,1,0,
770,Todd Watkins,OAK,26,wr,13,1,,,,,,,,,,,,6,6,0,0,0,
771,Dewayne White,DET,30,de/ldt,10,5,1,0,0,0,3,0,0,1,5,0,,8,6,2,2,2,
772,Julius Williams,JAX,23,de,11,1,,,,,,,,,,,,8,6,2,0,0,
