,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
241,Champ Bailey,DEN,33,LCB,13,13,2,0,0,0,10,1,0,0,0,0,,39,35,4,1,0,
242,Michael Bennett,TAM,26,DE,14,10,,,,,,1,0,2,0,0,4.0,39,35,4,12,8,
243,Ahmad Brooks,SFO,27,LB,16,16,0,0,0,0,3,1,0,0,0,0,7.0,50,35,15,12,14,
244,Darnell Dockett,ARI,30,DT,16,16,0,0,0,0,1,1,0,2,0,0,3.5,51,35,16,10,18,
245,LaRon Landry,WAS,27,SS,8,8,0,0,0,0,1,1,0,1,3,0,1.5,48,35,13,2,6,
246,Brian Orakpo,WAS,25,ROLB,16,16,0,0,0,0,5,3,0,1,0,0,9.0,60,35,25,6,13,
247,Muhammad Wilkerson,NYJ,22,DE,16,16,0,0,0,0,2,1,0,0,0,0,3.0,49,35,14,13,6,1
248,Antwan Barnes,SDG,27,lb,16,5,0,0,0,0,1,2,0,0,0,0,11.0,41,34,7,6,14,
249,Keith Brooking,DAL,36,lb/mlb,16,3,0,0,0,0,2,,,,,,,50,34,16,2,1,
250,Chris Clemons,SEA,30,DE,16,16,0,0,0,0,5,3,0,0,0,0,11.0,51,34,17,12,24,
251,Na'il Diggs,SDG,33,,13,0,0,0,0,0,1,,,,,,,40,34,6,1,0,
252,Rashad Johnson,ARI,25,FS,16,9,0,0,0,0,1,0,0,1,0,0,,45,34,11,2,0,
253,Domata Peko,CIN,27,NT,16,16,,,,,,1,0,1,0,0,2.5,66,34,32,6,4,
254,Perry Riley,WAS,23,LB,16,8,0,0,0,0,4,0,0,2,3,0,1.0,67,34,33,7,2,
255,Brandon Spikes,NWE,24,lb,8,6,0,0,0,0,1,,,,,,,56,34,22,2,1,
256,Donald Strickland,NYJ,31,db,15,1,0,0,0,0,4,,,,,,1.0,39,34,5,1,2,
257,Ike Taylor,PIT,31,RCB,16,16,2,29,0,29,14,,,,,,,44,34,10,1,0,
258,Kyle Wilson,NYJ,24,cb/db/lb,16,6,2,13,0,10,6,,,,,,,40,34,6,1,1,
259,Antoine Winfield,MIN,34,lcb,5,5,1,3,0,3,1,1,0,0,0,0,1.0,40,34,6,5,1,
260,Brodrick Bunkley,DEN,28,NT,16,13,,,,,,1,0,0,0,0,,43,33,10,3,1,
261,Chris Culliver,SFO,23,,16,0,1,23,0,23,7,,,,,,,35,33,2,0,0,
262,Josh Gordy,STL,24,cb/lcb/rcb,14,9,3,37,0,30,5,0,0,1,0,0,,43,33,10,1,1,
263,Brett Keisel,PIT,33,DE,14,14,0,0,0,0,6,2,0,1,0,0,3.0,48,33,15,5,5,
264,Julius Peppers,CHI,31,DE,16,16,0,0,0,0,4,4,0,2,0,0,11.0,37,33,4,15,13,
265,Jerraud Powers,IND,24,RCB,12,12,2,19,1,13,6,,,,,,,51,33,18,4,0,
266,Drew Coleman,JAX,28,cb/db,16,4,2,5,0,8,9,3,0,0,0,0,2.0,46,32,14,3,1,
267,Marcell Dareus,BUF,21,de/NT,16,15,0,0,0,0,2,0,0,1,0,0,5.5,43,32,11,9,10,
268,Michael Huff,OAK,28,db/FS,12,11,2,24,0,24,4,,,,,,,38,32,6,2,0,
269,Dante Hughes,SDG,26,cb,16,1,0,0,0,0,3,0,0,1,0,0,,42,32,10,2,0,
270,Tanard Jackson,TAM,26,FS,10,10,2,59,0,43,3,0,0,1,13,0,,35,32,3,1,1,
271,Cullen Jenkins,PHI,30,LDT,16,16,,,,,,0,0,1,3,0,5.5,40,32,8,11,13,
272,Akeem Jordan,PHI,26,lb,15,7,,,,,,,,,,,,40,32,8,1,1,
273,Rashean Mathis,JAX,31,LCB,9,9,1,1,0,1,4,0,0,1,0,0,,34,32,2,1,0,
274,Frostee Rucker,CIN,28,DE,16,11,0,0,0,0,2,,,,,,4.0,44,32,12,11,7,
275,Ernie Sims,IND,27,lb,13,4,0,0,0,0,1,,,,,,,61,32,29,1,0,
276,D.J. Smith,GNB,22,mlb,16,3,1,11,0,11,1,,,,,,,43,32,11,1,0,
277,Craig Steltz,CHI,25,ss,16,5,,,,,,2,0,0,0,0,1.0,43,32,11,1,1,
278,Russell Allen,JAX,25,lb,16,6,1,3,0,3,2,2,0,0,0,0,0.5,48,31,17,2,1,
279,Brendon Ayanbadejo,BAL,35,,16,0,0,0,0,0,2,0,0,2,0,0,1.5,35,31,4,2,4,
280,Chris Canty,NYG,29,dt/RDT,16,16,0,0,0,0,1,,,,,,4.0,47,31,16,11,7,1
281,Andre Carter,NWE,32,DE,14,14,0,0,0,0,1,2,0,0,0,0,10.0,52,31,21,13,23,
282,Glenn Dorsey,KAN,26,DE,15,15,,,,,,,,,,,,60,31,29,3,2,
283,Elvis Dumervil,DEN,27,DE,14,14,0,0,0,0,1,0,0,1,0,0,9.5,42,31,11,10,19,
284,Manny Lawson,CIN,27,LB,16,15,0,0,0,0,4,,,,,,1.5,52,31,21,6,4,
285,Chris Long,STL,26,DE,16,16,0,0,0,0,2,1,0,0,0,0,13.0,37,31,6,15,21,
286,Jon McGraw,KAN,32,SS,10,9,3,4,0,4,6,1,1,0,0,0,1.0,47,31,16,2,1,
287,D.J. Moore,CHI,24,,13,1,4,31,1,20,8,,,,,,,44,31,13,0,3,
288,Brooks Reed,HOU,24,LB,16,11,0,0,0,0,3,1,0,2,0,0,6.0,45,31,14,7,11,
289,Nick Roach,CHI,26,LB,16,15,0,0,0,0,4,,,,,,,38,31,7,6,3,
290,Aldon Smith,SFO,22,,16,0,0,0,0,0,4,2,0,1,0,0,14.0,37,31,6,13,27,1
291,Aqib Talib,TAM,25,LCB,13,13,2,55,2,28,11,1,0,0,0,0,,35,31,4,2,0,
292,Cliff Avril,DET,25,DE,16,16,1,4,1,4,4,6,0,3,24,1,11.0,38,30,8,7,12,
293,Alan Ball,DAL,26,cb/lcb,16,2,1,15,0,15,6,0,0,1,0,0,,37,30,7,1,0,
294,Desmond Bryant,OAK,26,DE/dt,16,10,0,0,0,0,1,1,0,0,0,0,5.0,35,30,5,8,10,
295,Jonathan Casillas,NOR,24,lb/mlb,13,5,0,0,0,0,2,,,,,,3.0,43,30,13,3,9,
296,Larry Foote,PIT,31,lilb/rilb,15,5,0,0,0,0,1,,,,,,1.5,47,30,17,2,4,
297,Clark Haggans,ARI,34,LOLB,16,16,0,0,0,0,2,1,0,1,0,0,3.0,46,30,16,5,8,
298,Charles Johnson,CAR,25,DE,15,15,0,0,0,0,4,,,,,,9.0,40,30,10,19,13,
299,Spencer Johnson,BUF,30,de/LB,16,11,0,0,0,0,1,1,0,1,17,1,2.0,47,30,17,3,3,
300,Adam Jones,CIN,28,rcb,8,7,0,0,0,0,6,,,,,,,32,30,2,1,0,
301,Travis LaBoy,SDG,30,LB,14,14,0,0,0,0,1,1,0,0,0,0,1.0,38,30,8,3,5,
302,Asante Samuel,PHI,30,LCB,14,14,3,53,1,20,10,1,0,1,0,0,,34,30,4,0,0,
303,James Sanders,ATL,28,s,15,6,0,0,0,0,3,0,0,1,25,0,,41,30,11,0,0,
304,Geno Atkins,CIN,23,DT,16,15,0,0,0,0,2,2,1,2,19,1,7.5,50,29,21,10,18,
305,Adrian Clayborn,TAM,23,DE,16,16,,,,,,3,0,0,0,0,7.5,42,29,13,7,16,
306,Dwan Edwards,BUF,30,DE/dt,16,13,,,,,,,,,,,2.5,52,29,23,3,8,
307,Leon Hall,CIN,27,RCB,9,9,2,15,0,15,7,0,0,1,10,0,,32,29,3,0,0,
308,Bradie James,DAL,30,MLB,16,13,0,0,0,0,1,1,0,1,0,0,,44,29,15,0,2,
309,Robert Mathis,IND,30,DE,16,15,0,0,0,0,1,3,0,3,0,0,9.5,43,29,14,9,18,
310,Casey Matthews,PHI,22,mlb,16,3,,,,,,,,,,,1.0,37,29,8,3,2,
311,Ray McDonald,SFO,27,LDT,15,15,0,0,0,0,2,3,0,1,0,0,5.5,39,29,10,6,8,
312,William Middleton,JAX,25,lcb/rcb,11,6,1,11,0,11,3,,,,,,,35,29,6,1,0,
313,Shaun Phillips,SDG,30,LB,12,12,2,0,0,0,5,,,,,,3.5,42,29,13,8,7,
314,Jay Ratliff,DAL,30,NT,16,16,0,0,0,0,3,0,0,1,0,0,2.0,38,29,9,8,6,
315,Cory Redding,BAL,31,DE,15,11,0,0,0,0,2,0,0,1,0,0,4.5,43,29,14,11,12,
316,Marcus Thomas,DEN,26,DT,12,11,0,0,0,0,1,0,0,1,0,0,,43,29,14,5,1,
317,Vince Wilfork,NWE,30,de/DT/ldt/nt/rdt,16,16,2,47,0,28,5,1,0,2,0,1,3.5,52,29,23,6,10,
318,Sergio Brown,NWE,23,s,15,3,1,2,0,2,1,,,,,,,37,28,9,0,0,
319,Adam Hayward,TAM,27,lb,16,2,,,,,,,,,,,,32,28,4,2,0,
320,Terrence Johnson,IND,25,db/lcb,10,2,,,,,,,,,,,,37,28,9,1,0,
321,Keenan Lewis,PIT,25,cb,16,1,1,9,0,9,6,,,,,,,35,28,7,0,0,
322,Dwight Lowery,JAX,25,S,13,11,2,26,0,30,8,0,0,1,23,0,1.0,36,28,8,3,1,
323,Rahim Moore,DEN,21,fs,15,7,1,18,0,18,2,0,0,1,0,0,,31,28,3,1,0,
324,Chris Owens,ATL,25,cb,14,2,0,0,0,0,3,,,,,,1.0,35,28,7,2,1,
325,Jarrad Page,2TM,27,,11,5,0,0,0,0,2,,,,,,,38,28,10,0,0,
326,Sabby Piscitelli,KAN,28,s/ss,16,2,0,0,0,0,1,1,0,0,0,0,,34,28,6,1,0,
327,Randy Starks,MIA,28,DE/rdt,16,15,2,21,0,18,4,,,,,,4.5,34,28,6,10,12,
328,Darius Butler,CAR,25,cb/lcb/rcb,13,6,0,0,0,0,7,,,,,,,32,27,5,0,0,
329,Tyrone Culver,MIA,28,fs,16,4,0,0,0,0,1,1,0,1,0,0,1.0,36,27,9,1,1,
330,Mike DeVito,NYJ,27,T,12,11,,,,,,2,0,0,0,0,1.0,34,27,7,1,0,
331,Marcus Gilchrist,SDG,23,cb/lcb/rcb,14,4,2,22,0,21,4,0,0,1,40,0,,34,27,7,0,0,
332,Michael Johnson,CIN,24,de,16,5,1,0,0,0,5,1,0,0,0,0,6.0,42,27,15,6,12,
333,Tommy Kelly,OAK,31,DT/ldt,16,16,1,1,0,1,6,2,0,1,0,0,7.5,41,27,14,3,13,
334,Vaughn Martin,SDG,25,DE,16,15,,,,,,,,,,,1.0,47,27,20,3,1,
335,Leodis McKelvin,BUF,26,lcb/rcb,16,6,1,21,0,21,8,0,1,3,0,0,,35,27,8,0,0,
336,Brodney Pool,NYJ,27,db/s,14,6,1,0,0,0,3,0,0,1,33,0,0.5,36,27,9,0,2,
337,Brian Robison,MIN,28,DE,16,16,0,0,0,0,1,3,0,2,0,0,8.0,44,27,17,6,11,
338,T.J. Ward,CLE,25,SS,8,8,0,0,0,0,3,1,0,0,0,0,1.0,37,27,10,2,1,
339,Tracy White,NWE,30,lb,15,1,0,0,0,0,1,,,,,,,37,27,10,0,0,
340,Aaron Williams,BUF,21,db/lcb,9,6,1,0,0,0,5,1,0,0,0,0,,32,27,5,0,0,
341,Aaron Berry,DET,23,cb/rcb,11,3,0,0,0,0,11,,,,,,,31,26,5,0,0,
342,Jarrett Bush,GNB,27,cb,16,2,2,39,0,35,6,,,,,,1.5,30,26,4,1,3,
343,Gary Guyton,NWE,26,lb/mlb,13,6,1,17,0,17,1,,,,,,,47,26,21,2,0,
344,Joselio Hanson,PHI,30,cb,16,1,0,0,0,0,4,0,0,2,4,0,,30,26,4,0,1,
345,Kelly Jennings,CIN,29,lcb,13,1,0,0,0,0,5,,,,,,1.0,33,26,7,1,1,
346,Terrence McGee,BUF,31,cb/lcb,6,6,0,0,0,0,2,,,,,,,28,26,2,1,0,
347,Jayme Mitchell,CLE,27,DE,14,13,0,0,0,0,2,1,0,1,2,0,1.5,34,26,8,9,6,
348,Mike Patterson,PHI,28,RDT,15,15,,,,,,1,0,2,0,0,2.5,35,26,9,6,3,
349,Kerry Rhodes,ARI,29,fs,7,7,0,0,0,0,4,0,0,2,1,0,2.0,34,26,8,3,2,
350,Da'Norris Searcy,BUF,23,ss,16,3,1,0,0,0,1,,,,,,,34,26,8,0,0,
351,Ndamukong Suh,DET,24,DT,14,14,0,0,0,0,1,,,,,,4.0,39,26,13,6,9,
352,Justin Tuck,NYG,28,DE,12,11,0,0,0,0,3,1,0,0,0,0,5.0,37,26,11,6,11,
353,Kyle Vanden Bosch,DET,33,DE,16,16,,,,,,4,0,1,0,0,8.0,35,26,9,6,11,
354,LaMarr Woodley,PIT,27,LOLB,10,10,1,1,0,1,2,0,0,1,0,0,9.0,39,26,13,10,13,
355,John Abraham,ATL,33,DE,15,15,0,0,0,0,2,4,0,1,0,0,9.5,35,25,10,10,17,
356,Javier Arenas,KAN,24,db,15,1,2,5,0,5,6,0,1,1,0,0,1.0,32,25,7,2,4,
357,Robert Ayers,DEN,26,DE,16,13,0,0,0,0,3,1,0,1,0,0,3.0,41,25,16,6,4,
358,Dave Ball,TEN,30,DE,14,8,0,0,0,0,2,2,0,1,0,0,4.0,36,25,11,7,9,
359,Justin Bannan,STL,32,RDT,15,14,0,0,0,0,3,,,,,,,31,25,6,4,1,
360,John Henderson,OAK,32,dt,13,3,0,0,0,0,4,,,,,,,36,25,11,0,1,
361,Chris Kelsay,BUF,32,de/LB,12,12,0,0,0,0,2,2,0,0,0,0,5.0,41,25,16,3,7,
362,Marvin Mitchell,MIA,27,,16,0,1,55,0,55,2,1,0,0,0,0,1.0,30,25,5,1,2,
363,Troy Nolan,HOU,25,fs,14,3,0,0,0,0,4,,,,,,0.5,32,25,7,0,1,
364,Dimitri Patterson,CLE,28,lcb,14,1,0,0,0,0,12,,,,,,,28,25,3,1,0,
365,Ryan Pickett,GNB,32,DE,14,14,0,0,0,0,2,,,,,,,33,25,8,2,0,
366,Chris Rucker,IND,23,rcb,15,4,0,0,0,0,2,0,0,1,-1,0,,36,25,11,1,0,
367,Kevin Williams,MIN,31,DT,14,14,0,0,0,0,2,1,0,0,0,0,5.0,38,25,13,9,9,
368,Jason Worilds,PIT,23,lolb/rolb,12,7,,,,,,1,0,0,0,0,3.0,36,25,11,3,9,
369,Bobby Carpenter,DET,28,lb,16,3,1,34,1,34,1,,,,,,,29,24,5,2,0,
370,Nolan Carroll,MIA,24,cb/rcb,15,3,1,0,0,0,4,,,,,,,28,24,4,0,0,
371,Ray Edwards,ATL,26,DE,16,16,0,0,0,0,3,0,0,2,64,0,3.5,33,24,9,6,10,
372,Omar Gaither,CAR,27,lb/mlb,10,4,0,0,0,0,1,,,,,,1.0,31,24,7,1,1,
373,Larry Grant,SFO,26,lb,16,3,0,0,0,0,5,1,0,0,0,0,2.0,35,24,11,3,2,
374,Kelly Gregg,KAN,35,NT,16,14,0,0,0,0,1,,,,,,1.0,39,24,15,2,1,
375,Parys Haralson,SFO,27,LB,16,16,,,,,,3,0,0,0,0,2.0,30,24,6,2,6,
376,Brice McCain,HOU,25,,16,0,2,48,1,38,13,,,,,,,25,24,1,0,1,
377,Dominique Rodgers-Cromartie,PHI,25,db/lcb,13,3,0,0,0,0,6,,,,,,1.0,26,24,2,2,1,
378,Kevin Barnes,WAS,25,de,15,1,2,30,0,30,4,,,,,,,26,23,3,2,0,
379,Kenyon Coleman,DAL,32,DE,16,15,0,0,0,0,3,,,,,,1.0,36,23,13,4,2,
380,Chris Conte,CHI,22,FS,14,9,1,0,0,0,2,,,,,,,30,23,7,1,0,
381,Evander Hood,PIT,24,DE,16,14,0,0,0,0,1,,,,,,1.5,35,23,12,1,4,
382,Chris Hope,TEN,31,ss,10,2,1,7,0,7,1,0,0,2,0,0,,25,23,2,0,0,
383,Elbert Mack,TAM,25,cb,16,1,2,47,1,40,6,,,,,,,29,23,6,2,0,
384,Koa Misi,MIA,24,LB,12,9,0,0,0,0,1,,,,,,1.0,31,23,8,4,1,
385,Benny Sapp,2TM,30,,8,4,0,0,0,0,4,,,,,,,30,23,7,2,0,
386,O'Brien Schofield,ARI,24,,16,0,,,,,,2,0,0,0,0,4.5,27,23,4,3,6,
387,Richard Seymour,OAK,32,DT/rdt,16,15,0,0,0,0,3,,,,,,6.0,29,23,6,5,13,
388,Jamaal Westerman,NYJ,26,lb,16,3,,,,,,1,0,1,0,0,3.5,32,23,9,6,9,
389,Jonathan Wilhite,DEN,27,cb,15,2,1,2,0,2,2,,,,,,2.0,26,23,3,2,4,
390,Da'Quan Bowers,TAM,21,de,16,6,0,0,0,0,4,0,0,1,0,0,1.5,25,22,3,10,4,
391,Terrence Cody,BAL,23,NT,16,16,0,0,0,0,1,,,,,,,39,22,17,3,0,
392,Leger Douzable,JAX,25,de,16,6,0,0,0,0,1,,,,,,1.0,38,22,16,6,5,
393,Bradley Fletcher,STL,25,rcb,4,4,0,0,0,0,1,,,,,,,23,22,1,0,0,
394,Mike Jenkins,DAL,26,RCB,12,12,1,3,0,3,8,,,,,,,24,22,2,0,0,
395,Greg Jones,NYG,23,mlb,16,5,,,,,,0,0,1,0,0,,27,22,5,1,0,
396,Antwaun Molden,NWE,26,lcb,16,2,2,40,0,27,3,0,0,1,0,0,,33,22,11,0,0,
397,Derrick Morgan,TEN,22,DE,15,10,0,0,0,0,2,,,,,,2.5,30,22,8,3,7,
398,Corey Peters,ATL,23,DT,15,15,1,1,0,1,3,0,0,1,13,1,3.0,27,22,5,7,6,
399,Alphonso Smith,DET,26,lcb,11,1,3,64,1,30,6,1,0,1,0,0,,24,22,2,2,0,
400,Will Smith,NOR,30,DE,14,14,0,0,0,0,2,2,0,0,0,0,6.5,35,22,13,9,10,
401,Tyson Alualu,JAX,24,DT,16,16,0,0,0,0,1,1,0,1,7,0,2.5,40,21,19,3,8,
402,Stephen Bowen,WAS,27,DE,16,16,0,0,0,0,1,0,0,1,-1,0,6.0,41,21,20,6,10,
403,Stewart Bradley,ARI,28,lb,16,1,0,0,0,0,2,,,,,,,31,21,10,1,1,
404,Alan Branch,SEA,27,LDT,15,15,0,0,0,0,2,,,,,,3.0,34,21,13,5,3,
405,DeJon Gomes,WAS,22,fs/ss,15,5,0,0,0,0,2,,,,,,,35,21,14,3,5,
406,Kaluka Maiava,CLE,24,lb,16,6,,,,,,1,0,0,0,0,,26,21,5,3,1,
407,Clinton McDonald,SEA,24,ldt,15,1,,,,,,0,1,1,2,0,,35,21,14,1,4,
408,Fred Robbins,STL,34,LDT,15,15,0,0,0,0,2,,,,,,1.0,29,21,8,4,1,
409,Marcus Sherels,MIN,24,cb/lcb,16,3,0,0,0,0,3,,,,,,1.0,27,21,6,1,1,
410,Gibril Wilson,CIN,30,db,16,1,,,,,,1,0,1,0,0,,33,21,12,0,0,
411,Ashton Youboty,JAX,27,lcb/rcb,6,5,1,0,0,0,3,0,0,1,38,1,,25,21,4,2,0,
412,Chase Blackburn,NYG,28,mlb,5,4,1,9,0,9,2,,,,,,,26,20,6,1,0,
413,Jerome Boyd,OAK,25,db,14,1,0,0,0,0,3,,,,,,,25,20,5,0,0,
414,Red Bryant,SEA,27,DE,16,16,2,25,1,20,2,,,,,,1.0,32,20,12,2,6,
415,Quintin Demps,HOU,26,,9,0,2,47,0,42,4,,,,,,,25,20,5,0,1,
416,Jason Hatcher,DAL,29,DE,13,10,1,16,0,16,2,1,0,0,0,0,4.5,28,20,8,5,10,
417,Albert Haynesworth,2TM,30,,13,6,0,0,0,0,2,,,,,,,23,20,3,2,5,
418,Brandon Johnson,CIN,28,lb,16,1,0,0,0,0,3,1,0,0,0,0,,31,20,11,1,3,
419,Kyle Love,NWE,25,DT/ldt/nt/rdt,16,13,,,,,,0,0,1,0,0,3.0,33,20,13,5,5,
420,Roy Miller,TAM,24,dt,16,3,,,,,,,,,,,,36,20,16,2,1,
421,Ryan Mundy,PIT,26,,16,0,1,5,0,5,1,2,0,0,0,0,,37,20,17,1,0,
422,Jared Odrick,MIA,24,de/lb/nt,16,7,1,39,0,39,2,1,0,0,0,0,6.0,21,20,1,5,9,
423,Robert Quinn,STL,21,de,15,1,0,0,0,0,2,1,0,0,0,0,5.0,23,20,3,5,12,
424,Jimmy Smith,BAL,23,lcb,12,3,2,48,0,32,8,0,1,0,0,0,,20,20,0,0,0,
425,Isaac Sopoaga,SFO,30,NT,15,15,0,0,0,0,1,0,0,1,0,0,,31,20,11,1,3,
426,Kevin Thomas,IND,25,lcb,9,5,0,0,0,0,3,,,,,,,33,20,13,1,0,
427,Marcus Trufant,SEA,31,lcb,4,4,1,15,0,15,3,,,,,,,23,20,3,1,0,
428,John Wendling,DET,28,ss,16,1,,,,,,,,,,,,25,20,5,0,0,
429,Corey Williams,DET,31,DT,15,15,,,,,,,,,,,2.0,31,20,11,3,7,
430,C.J. Wilson,GNB,24,de,16,2,,,,,,,,,,,,26,20,6,3,0,
431,Antwan Applewhite,CAR,26,de,12,1,0,0,0,0,1,1,0,0,0,0,2.0,25,19,6,1,5,1
432,Adam Carriker,WAS,27,DE,16,15,,,,,,,,,,,5.5,34,19,15,4,9,
433,Dane Fletcher,NWE,25,lb,10,5,,,,,,0,0,1,1,0,,32,19,13,0,6,
434,Tyrell Johnson,MIN,26,fs/ss,11,3,0,0,0,0,1,,,,,,,26,19,7,0,0,
435,Sean Lissemore,DAL,24,,16,0,,,,,,,,,,,2.0,28,19,9,4,5,
436,Ryan McBean,DEN,27,de,16,3,,,,,,,,,,,4.0,33,19,14,8,5,
437,Brandon Meriweather,CHI,27,fs,11,4,0,0,0,0,2,,,,,,,32,19,13,0,0,
438,Brian Price,TAM,22,DT,15,14,,,,,,,,,,,3.0,23,19,4,10,5,
439,Clint Session,JAX,27,lb,9,6,,,,,,1,0,0,10,0,1.0,30,19,11,2,1,
440,Antonio Smith,HOU,30,DE,16,16,0,0,0,0,2,1,0,0,0,0,6.5,25,19,6,10,19,
441,Paul Soliai,MIA,28,ldt/NT,16,12,0,0,0,0,2,,,,,,,27,19,8,3,3,
442,Darryl Tapp,PHI,27,de,12,2,0,0,0,0,2,1,0,0,0,0,2.5,27,19,8,7,8,
443,Mark Anderson,NWE,28,de,16,1,0,0,0,0,1,2,0,1,0,0,10.0,29,18,11,9,16,
444,Jason Jones,TEN,25,DE,14,13,0,0,0,0,5,1,0,0,0,0,3.0,27,18,9,4,7,
445,Cameron Jordan,NOR,22,DE,16,15,0,0,0,0,4,0,0,1,0,0,1.0,31,18,13,2,4,
446,Karl Klug,TEN,23,dt,16,1,0,0,0,0,4,2,0,0,0,0,7.0,20,18,2,7,9,
447,Henry Melton,CHI,25,DT,15,15,,,,,,,,,,,7.0,24,18,6,11,15,
448,Mike Mitchell,OAK,24,cb/s,13,4,1,0,0,0,5,,,,,,1.0,27,18,9,1,1,
449,Amobi Okoye,CHI,24,dt,16,1,0,0,0,0,1,,,,,,4.0,27,18,9,5,7,
450,Mike Peterson,ATL,35,lb,15,4,1,4,0,4,3,,,,,,,24,18,6,5,2,
451,Matt Roth,JAX,29,DE,9,9,,,,,,0,0,1,5,0,3.5,24,18,6,5,6,
452,Kevin Rutland,JAX,23,rcb,14,4,1,37,0,25,1,,,,,,,21,18,3,0,0,
453,Brian Schaefering,CLE,28,,16,0,,,,,,,,,,,0.5,29,18,11,2,3,
454,Donald Washington,KAN,25,ss,12,3,0,0,0,0,2,1,0,0,0,0,,23,18,5,0,2,
455,Jonathan Fanene,CIN,29,de,16,2,0,0,0,0,1,0,0,2,0,0,6.5,24,17,7,10,12,
456,Eric Frampton,MIN,27,,16,0,,,,,,,,,,,,20,17,3,0,0,
457,Casey Hampton,PIT,34,NT,13,12,,,,,,,,,,,,31,17,14,3,0,
458,Roderick Hood,STL,30,lcb/rcb,9,4,1,27,0,27,5,,,,,,,20,17,3,2,0,
459,Jason Hunter,DEN,28,de,16,2,0,0,0,0,1,1,0,1,18,0,1.0,21,17,4,2,2,
460,Lawrence Jackson,DET,26,,11,0,,,,,,0,0,1,0,0,4.5,26,17,9,4,9,
461,Terrance Knighton,JAX,25,DT,13,13,,,,,,,,,,,,29,17,12,4,2,
462,Derek Landri,PHI,28,,12,0,0,0,0,0,1,0,0,1,5,0,2.0,21,17,4,8,5,
463,Corey Lynch,TAM,26,fs,16,3,1,14,0,14,4,,,,,,,21,17,4,0,0,
464,Stephen Nicholas,ATL,28,LB,10,8,0,0,0,0,1,2,0,1,2,0,,35,17,18,4,2,
465,Jordan Pugh,CAR,23,ss,12,1,,,,,,1,0,0,0,0,,18,17,1,2,0,
466,Shaun Smith,TEN,30,dt/ldt,15,6,,,,,,,,,,,1.0,25,17,8,3,1,
467,Leigh Torrence,NOR,29,,13,0,1,42,1,42,3,,,,,,1.0,20,17,3,1,1,
468,Frank Walker,DAL,30,,14,0,1,5,0,5,3,,,,,,,25,17,8,1,1,
469,Raheem Brock,SEA,33,,16,0,,,,,,1,0,0,0,0,3.0,28,16,12,3,9,
470,Chris Carr,BAL,28,db,9,1,0,0,0,0,3,,,,,,1.0,19,16,3,2,1,
471,Barry Church,DAL,23,mlb,13,1,,,,,,,,,,,,23,16,7,2,1,
472,Shaun Cody,HOU,28,NT,16,16,0,0,0,0,2,0,0,1,0,0,1.0,23,16,7,2,3,
473,Derek Cox,JAX,25,lcb/rcb,6,6,0,0,0,0,2,,,,,,,22,16,6,1,0,
474,Amon Gordon,KAN,30,nt,16,2,0,0,0,0,1,,,,,,2.0,23,16,7,2,2,
475,Kelvin Hayden,ATL,28,cb,8,1,2,3,0,2,4,,,,,,,24,16,8,1,0,
476,Pernell McPhee,BAL,23,,16,0,0,0,0,0,2,1,0,1,0,0,6.0,23,16,7,4,8,
477,Chris Prosinski,JAX,24,s,13,1,,,,,,0,0,1,0,0,,19,16,3,0,0,
478,Dan Skuta,CIN,25,mlb,16,3,,,,,,1,0,0,0,0,0.5,31,16,15,0,1,
479,Osi Umenyiora,NYG,30,de,9,7,0,0,0,0,1,2,0,0,0,0,9.0,25,16,9,8,11,
480,Cassius Vaughn,DEN,24,lcb,9,3,1,55,1,55,4,0,0,1,0,0,,20,16,4,1,0,
481,Byron Westbrook,WAS,26,,15,0,0,0,0,0,3,1,0,0,0,0,,20,16,4,1,2,
482,Nick Bellore,NYJ,22,,16,0,,,,,,,,,,,,19,15,4,0,0,
483,Rocky Bernard,NYG,32,ldt,16,1,0,0,0,0,3,1,0,1,0,0,,30,15,15,0,1,
484,Darryl Blackstock,OAK,28,mlb,16,1,,,,,,,,,,,,20,15,5,1,0,
485,Tyler Brayton,IND,32,rdt,16,1,,,,,,,,,,,2.0,27,15,12,3,4,
486,David Bruton,DEN,24,fs,15,1,0,0,0,0,3,,,,,,,21,15,6,2,0,
487,Barry Cofield,WAS,27,NT,16,16,0,0,0,0,8,0,0,1,3,0,3.0,25,15,10,5,7,
488,Chris Cook,MIN,24,db/lcb,6,3,0,0,0,0,4,,,,,,,18,15,3,1,0,
489,Moise Fokou,PHI,26,db/lb,11,7,0,0,0,0,2,,,,,,,22,15,7,2,1,
490,Rob Francois,GNB,26,lb,11,2,2,1,0,1,3,1,0,0,0,0,,18,15,3,1,0,
491,Quentin Groves,OAK,27,lb,16,3,0,0,0,0,2,1,0,0,0,0,,19,15,4,2,0,
492,Ramon Humber,NOR,24,dt/lb/mlb,13,3,0,0,0,0,1,,,,,,1.0,21,15,6,2,2,
493,Jaiquawn Jarrett,PHI,22,fs/ss,12,2,,,,,,,,,,,,17,15,2,0,0,
494,Kendall Langford,MIA,25,DE,16,12,0,0,0,0,1,1,0,0,0,0,,20,15,5,0,2,
495,Trevor Laws,PHI,26,rdt,14,1,0,0,0,0,1,,,,,,1.0,20,15,5,3,3,
